"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2009";1.85;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2010";2.04;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2011";1.90;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2012";2.03;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2013";2.00;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2014";1.88;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2015";1.95;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2016";1.84;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2017";2.10;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2018";;"zł";"";
2200000;"POMORSKIE";"czerwiec";"mydło toaletowe - za 100g";"cena";"2019";;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2006";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2007";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2008";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2009";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2010";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2011";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2012";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2013";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2014";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2015";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2016";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2017";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2018";0.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"karp świeży - za 1kg";"cena";"2019";0.00;"zł";"x";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2006";1.55;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2007";1.64;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2008";2.03;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2009";2.09;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2010";2.11;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2011";2.29;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2012";2.43;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2013";2.31;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2014";2.46;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2015";2.27;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2016";2.13;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2017";2.24;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2018";2.40;"zł";"";
2200000;"POMORSKIE";"lipiec";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2019";2.37;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2006";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2007";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2008";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2009";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2010";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2011";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2012";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2013";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2014";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2015";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2016";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2017";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2018";;"zł";"";
2200000;"POMORSKIE";"lipiec";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2019";0.65;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2006";3.34;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2007";3.47;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2008";3.76;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2009";3.38;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2010";4.38;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2011";4.74;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2012";4.11;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2013";4.39;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2014";4.42;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2015";3.84;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2016";3.85;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2017";5.85;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2018";6.74;"zł";"";
2200000;"POMORSKIE";"lipiec";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2019";5.90;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2006";2.75;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2007";2.36;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2008";3.17;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2009";2.90;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2010";2.61;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2011";2.74;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2012";3.54;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2013";3.73;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2014";2.24;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2015";3.70;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2016";2.84;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2017";2.84;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2018";3.93;"zł";"";
2200000;"POMORSKIE";"lipiec";"marchew - za 1 kg";"cena";"2019";3.71;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2006";2.35;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2007";2.58;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2008";3.04;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2009";3.07;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2010";3.33;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2011";3.33;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2012";3.53;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2013";3.65;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2014";3.56;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2015";3.42;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2016";3.44;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2017";3.94;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2018";4.61;"zł";"";
2200000;"POMORSKIE";"lipiec";"herbata czarna. liściasta - za 100g";"cena";"2019";7.89;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2006";14.82;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2007";15.74;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2008";15.73;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2009";16.55;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2010";17.55;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2011";18.61;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2012";18.99;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2013";20.21;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2014";21.77;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2015";22.10;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2016";22.10;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2017";21.73;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2018";21.57;"zł";"";
2200000;"POMORSKIE";"lipiec";"ciepła woda - za 1m3";"cena";"2019";22.14;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2006";;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2007";;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2008";;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2009";;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2010";;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2011";;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2012";;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2013";5.55;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2014";5.41;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2015";4.70;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2016";4.24;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2017";4.19;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2018";5.05;"zł";"";
2200000;"POMORSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2019";5.05;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2006";13.50;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2007";14.09;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2008";14.64;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2009";15.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2010";16.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2011";16.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2012";17.44;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2013";18.64;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2014";18.67;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2015";20.48;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2016";20.98;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2017";22.80;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2018";22.59;"zł";"";
2200000;"POMORSKIE";"lipiec";"bilet do kina";"cena";"2019";18.96;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2006";1.88;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2007";1.81;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2008";1.73;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2009";1.97;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2010";2.08;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2011";1.94;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2012";1.94;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2013";2.00;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2014";1.84;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2015";1.95;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2016";1.90;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2017";2.02;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2018";;"zł";"";
2200000;"POMORSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2019";;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2006";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2007";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2008";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2009";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2010";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2011";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2012";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2013";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2014";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2015";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2016";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2017";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2018";0.00;"zł";"";
2200000;"POMORSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2019";0.00;"zł";"x";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2006";1.54;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2007";1.65;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2008";2.09;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2009";2.11;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2010";2.12;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2011";2.28;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2012";2.37;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2013";2.33;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2014";2.41;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2015";2.20;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2016";2.21;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2017";2.16;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2018";2.48;"zł";"";
2200000;"POMORSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2019";2.41;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2006";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2007";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2008";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2009";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2010";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2011";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2012";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2013";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2014";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2015";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2016";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2017";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2018";;"zł";"";
2200000;"POMORSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2019";0.64;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2006";3.34;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2007";3.62;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2008";3.65;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2009";3.48;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2010";4.42;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2011";4.72;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2012";3.93;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2013";4.66;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2014";4.48;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2015";3.88;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2016";4.03;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2017";6.57;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2018";6.64;"zł";"";
2200000;"POMORSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2019";6.01;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2006";2.28;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2007";1.95;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2008";2.27;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2009";2.24;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2010";2.24;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2011";1.97;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2012";2.26;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2013";2.25;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2014";1.87;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2015";2.86;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2016";2.37;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2017";2.41;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2018";3.25;"zł";"";
2200000;"POMORSKIE";"sierpień";"marchew - za 1 kg";"cena";"2019";3.09;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2006";2.37;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2007";2.62;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2008";3.08;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2009";3.16;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2010";3.38;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2011";3.34;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2012";3.59;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2013";3.72;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2014";3.56;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2015";3.59;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2016";3.55;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2017";3.96;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2018";4.61;"zł";"";
2200000;"POMORSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2019";7.71;"zł";"";
2200000;"POMORSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2006";14.82;"zł";"";
2200000;"POMORSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2007";15.92;"zł";"";
